0,3,{}
0,5,{}
0,10,{}
0,29,{}
0,116,{}
0,130,{}
0,135,{}
0,181,{}
0,201,{}
0,224,{}
1,3,{}
1,4,{}
1,5,{}
1,85,{}
2,3,{}
2,4,{}
2,5,{}
2,8,{}
2,12,{}
2,13,{}
2,15,{}
2,17,{}
2,20,{}
2,23,{}
2,26,{}
2,31,{}
2,32,{}
2,36,{}
2,39,{}
2,45,{}
2,47,{}
2,55,{}
2,59,{}
2,60,{}
2,61,{}
2,66,{}
2,68,{}
2,76,{}
2,89,{}
2,95,{}
2,98,{}
2,102,{}
2,105,{}
2,109,{}
2,112,{}
2,113,{}
2,116,{}
2,117,{}
2,122,{}
2,126,{}
2,129,{}
2,179,{}
2,192,{}
3,4,{}
3,6,{}
3,7,{}
3,8,{}
3,9,{}
3,10,{}
3,11,{}
3,15,{}
3,19,{}
3,22,{}
3,25,{}
3,27,{}
3,30,{}
3,32,{}
3,38,{}
3,43,{}
3,47,{}
3,51,{}
3,56,{}
3,59,{}
3,61,{}
3,66,{}
3,78,{}
3,94,{}
3,95,{}
3,96,{}
3,107,{}
3,109,{}
3,111,{}
3,114,{}
3,119,{}
3,142,{}
3,144,{}
3,152,{}
3,159,{}
3,168,{}
3,174,{}
3,180,{}
3,191,{}
3,199,{}
3,204,{}
3,207,{}
3,215,{}
3,216,{}
4,6,{}
4,35,{}
4,37,{}
4,38,{}
4,52,{}
4,57,{}
4,58,{}
4,59,{}
4,75,{}
4,76,{}
4,93,{}
4,131,{}
4,136,{}
4,140,{}
4,153,{}
4,177,{}
4,180,{}
4,185,{}
4,188,{}
4,207,{}
4,213,{}
4,216,{}
4,221,{}
5,6,{}
5,7,{}
5,9,{}
5,16,{}
5,18,{}
5,27,{}
5,31,{}
5,34,{}
5,48,{}
5,49,{}
5,52,{}
5,54,{}
5,65,{}
5,82,{}
5,88,{}
5,104,{}
5,115,{}
5,120,{}
5,127,{}
5,131,{}
5,137,{}
5,140,{}
5,142,{}
5,148,{}
5,166,{}
5,175,{}
5,176,{}
5,207,{}
6,7,{}
6,8,{}
6,9,{}
6,12,{}
6,17,{}
6,20,{}
6,22,{}
6,25,{}
6,26,{}
6,30,{}
6,34,{}
6,37,{}
6,41,{}
6,42,{}
6,44,{}
6,45,{}
6,58,{}
6,67,{}
6,79,{}
6,86,{}
6,119,{}
6,125,{}
6,130,{}
6,146,{}
6,148,{}
6,150,{}
6,162,{}
6,178,{}
6,187,{}
6,203,{}
6,211,{}
6,219,{}
6,223,{}
7,11,{}
7,51,{}
7,55,{}
7,79,{}
7,103,{}
7,129,{}
8,11,{}
8,16,{}
8,19,{}
8,20,{}
8,27,{}
8,35,{}
8,54,{}
8,60,{}
8,69,{}
8,76,{}
8,109,{}
8,112,{}
8,128,{}
8,133,{}
8,146,{}
8,151,{}
8,152,{}
8,156,{}
8,182,{}
8,189,{}
8,220,{}
8,222,{}
9,10,{}
9,14,{}
9,15,{}
9,16,{}
9,21,{}
9,24,{}
9,25,{}
9,33,{}
9,40,{}
9,41,{}
9,56,{}
9,71,{}
9,72,{}
9,75,{}
9,78,{}
9,81,{}
9,96,{}
9,100,{}
9,102,{}
9,103,{}
9,104,{}
9,105,{}
9,119,{}
9,122,{}
9,135,{}
9,136,{}
9,139,{}
9,145,{}
9,154,{}
9,159,{}
9,177,{}
9,194,{}
9,208,{}
9,212,{}
9,213,{}
9,217,{}
10,13,{}
10,24,{}
10,33,{}
10,82,{}
10,83,{}
10,91,{}
10,108,{}
10,166,{}
10,172,{}
11,12,{}
11,13,{}
11,14,{}
11,17,{}
11,21,{}
11,36,{}
11,39,{}
11,71,{}
11,86,{}
11,108,{}
11,118,{}
11,132,{}
11,139,{}
11,173,{}
11,184,{}
11,198,{}
12,31,{}
12,74,{}
12,84,{}
12,88,{}
12,99,{}
12,116,{}
12,141,{}
12,146,{}
12,190,{}
13,14,{}
13,19,{}
13,22,{}
13,32,{}
13,37,{}
13,48,{}
13,62,{}
13,67,{}
13,68,{}
13,69,{}
13,70,{}
13,71,{}
13,73,{}
13,85,{}
13,89,{}
13,94,{}
13,108,{}
13,115,{}
13,121,{}
13,124,{}
13,153,{}
13,154,{}
13,160,{}
13,165,{}
13,187,{}
13,195,{}
13,198,{}
13,201,{}
13,210,{}
14,18,{}
14,38,{}
14,45,{}
14,47,{}
14,97,{}
14,106,{}
14,115,{}
14,122,{}
14,130,{}
14,156,{}
14,157,{}
14,197,{}
14,212,{}
15,49,{}
15,60,{}
15,94,{}
15,99,{}
15,167,{}
16,18,{}
16,21,{}
16,23,{}
16,29,{}
16,33,{}
16,35,{}
16,36,{}
16,46,{}
16,52,{}
16,57,{}
16,61,{}
16,63,{}
16,87,{}
16,120,{}
16,137,{}
16,147,{}
16,194,{}
16,203,{}
16,223,{}
17,39,{}
17,53,{}
17,77,{}
17,97,{}
18,30,{}
18,81,{}
19,26,{}
19,28,{}
19,65,{}
19,67,{}
19,92,{}
19,138,{}
19,183,{}
19,221,{}
20,24,{}
20,41,{}
20,85,{}
20,98,{}
20,110,{}
20,147,{}
20,151,{}
20,178,{}
20,188,{}
20,199,{}
20,218,{}
20,221,{}
21,46,{}
21,48,{}
21,183,{}
21,200,{}
22,23,{}
22,28,{}
22,29,{}
22,44,{}
22,90,{}
22,112,{}
22,126,{}
23,40,{}
23,64,{}
23,69,{}
23,89,{}
23,135,{}
23,178,{}
24,46,{}
24,141,{}
25,49,{}
25,63,{}
25,149,{}
25,151,{}
25,191,{}
25,216,{}
26,28,{}
26,34,{}
26,70,{}
26,77,{}
26,81,{}
26,95,{}
26,100,{}
26,103,{}
26,120,{}
26,133,{}
27,58,{}
27,72,{}
27,73,{}
28,106,{}
29,42,{}
29,73,{}
29,113,{}
29,127,{}
29,187,{}
29,202,{}
30,54,{}
31,55,{}
31,84,{}
32,121,{}
32,213,{}
33,50,{}
33,82,{}
33,123,{}
34,43,{}
34,90,{}
34,131,{}
34,143,{}
34,190,{}
34,195,{}
35,42,{}
35,155,{}
35,206,{}
36,53,{}
36,179,{}
36,204,{}
37,50,{}
37,56,{}
37,150,{}
37,169,{}
37,218,{}
38,40,{}
38,57,{}
38,128,{}
38,134,{}
38,138,{}
38,165,{}
38,186,{}
39,111,{}
39,175,{}
40,43,{}
40,44,{}
40,78,{}
40,100,{}
40,123,{}
40,150,{}
40,193,{}
40,220,{}
41,80,{}
42,50,{}
42,75,{}
42,102,{}
42,110,{}
42,132,{}
42,138,{}
42,143,{}
42,158,{}
42,162,{}
42,170,{}
42,176,{}
42,180,{}
42,186,{}
43,62,{}
43,158,{}
43,181,{}
44,51,{}
44,126,{}
45,64,{}
45,88,{}
45,93,{}
45,156,{}
45,159,{}
45,172,{}
46,66,{}
46,107,{}
46,110,{}
46,222,{}
47,70,{}
47,83,{}
48,148,{}
48,164,{}
48,172,{}
48,198,{}
49,62,{}
49,83,{}
49,90,{}
49,101,{}
49,111,{}
49,129,{}
49,144,{}
49,153,{}
49,157,{}
49,160,{}
49,161,{}
49,167,{}
49,174,{}
49,194,{}
50,123,{}
50,133,{}
50,171,{}
51,117,{}
51,196,{}
52,53,{}
53,114,{}
54,64,{}
54,181,{}
54,202,{}
55,65,{}
56,63,{}
56,87,{}
56,93,{}
56,127,{}
59,106,{}
59,118,{}
60,80,{}
60,125,{}
60,202,{}
61,72,{}
61,113,{}
61,203,{}
62,68,{}
62,74,{}
62,79,{}
62,117,{}
62,143,{}
62,161,{}
63,77,{}
63,104,{}
65,86,{}
65,214,{}
66,96,{}
66,174,{}
67,101,{}
68,134,{}
69,137,{}
69,142,{}
70,74,{}
70,92,{}
70,97,{}
70,214,{}
71,145,{}
71,170,{}
72,91,{}
73,101,{}
73,145,{}
75,154,{}
75,184,{}
76,80,{}
76,208,{}
77,166,{}
78,84,{}
78,99,{}
80,87,{}
80,136,{}
81,92,{}
82,220,{}
84,217,{}
85,190,{}
86,141,{}
86,200,{}
86,217,{}
88,163,{}
88,176,{}
88,196,{}
88,206,{}
89,91,{}
89,155,{}
90,124,{}
90,169,{}
90,177,{}
91,124,{}
91,125,{}
92,98,{}
92,121,{}
92,140,{}
92,169,{}
92,222,{}
94,107,{}
94,160,{}
94,218,{}
95,105,{}
95,139,{}
95,205,{}
99,155,{}
101,170,{}
102,134,{}
103,224,{}
105,147,{}
105,164,{}
106,128,{}
106,182,{}
107,163,{}
108,182,{}
108,209,{}
109,152,{}
109,171,{}
109,191,{}
109,200,{}
111,114,{}
111,118,{}
113,173,{}
113,196,{}
114,215,{}
115,212,{}
123,162,{}
123,165,{}
123,199,{}
124,168,{}
124,189,{}
125,149,{}
128,132,{}
129,188,{}
131,157,{}
134,211,{}
135,144,{}
135,197,{}
137,158,{}
137,183,{}
137,184,{}
137,193,{}
138,167,{}
138,205,{}
139,163,{}
140,149,{}
143,179,{}
143,189,{}
146,164,{}
146,173,{}
147,192,{}
147,219,{}
149,168,{}
150,161,{}
151,192,{}
153,214,{}
157,211,{}
157,219,{}
159,224,{}
160,171,{}
160,186,{}
162,195,{}
163,175,{}
164,205,{}
170,185,{}
174,197,{}
176,209,{}
178,201,{}
180,185,{}
184,208,{}
185,210,{}
188,193,{}
188,204,{}
189,206,{}
191,215,{}
199,223,{}
202,210,{}
206,209,{}
